,income_group,region_group,literacy_1524_m,Sex,Location,Wealth,year,Completed_UpSec,Completed_LowSec,Completed_Prim
18316,Lower middle income countries,Central and Southern Asia,0.922,Male,Urban,Quintile 4,2012.0,21.07,48.3,75.09
18317,Lower middle income countries,Central and Southern Asia,0.9897,Male,Urban,Quintile 5,2012.0,44.95,73.91,87.0
18318,Lower middle income countries,Central and Southern Asia,0.4899,,Rural,Quintile 1,2012.0,3.1199999999999997,11.12,24.240000000000002
18319,Lower middle income countries,Central and Southern Asia,0.7256,,Rural,Quintile 2,2012.0,8.81,30.570000000000004,50.480000000000004
18320,Lower middle income countries,Central and Southern Asia,0.8218,,Rural,Quintile 3,2012.0,12.879999999999999,49.36,67.17
18321,Lower middle income countries,Central and Southern Asia,0.9539,,Rural,Quintile 4,2012.0,22.08,66.25,84.7
18322,Lower middle income countries,Central and Southern Asia,0.9741,,Rural,Quintile 5,2012.0,46.36,77.66999999999999,83.41
18323,Lower middle income countries,Central and Southern Asia,0.3464,,Urban,Quintile 1,2012.0,11.450000000000001,17.96,20.0
18324,Lower middle income countries,Central and Southern Asia,0.6403,,Urban,Quintile 2,2012.0,7.21,31.03,42.47
18325,Lower middle income countries,Central and Southern Asia,0.743,,Urban,Quintile 3,2012.0,7.22,39.39,52.22
18326,Lower middle income countries,Central and Southern Asia,0.8978,,Urban,Quintile 4,2012.0,20.44,51.89,74.8
18327,Lower middle income countries,Central and Southern Asia,0.9855,,Urban,Quintile 5,2012.0,47.27,78.49000000000001,89.03999999999999
18328,Lower middle income countries,Central and Southern Asia,0.7801,,,,2012.0,10.68,30.830000000000002,40.22
18329,Lower middle income countries,Central and Southern Asia,0.8425,,,,2012.0,15.659999999999998,49.43,56.330000000000005
18330,Lower middle income countries,Central and Southern Asia,0.9748,,,,2012.0,49.59,76.2,81.66
18331,Lower middle income countries,Central and Southern Asia,0.7878,,,,2012.0,22.7,46.19,61.86000000000001
18332,Lower middle income countries,Central and Southern Asia,0.8681,,,,2012.0,17.89,47.94,66.36
18333,Lower middle income countries,Central and Southern Asia,0.8157,,,,2012.0,22.650000000000002,41.4,51.28
18334,Lower middle income countries,Central and Southern Asia,0.6775,Female,,,2012.0,18.0,41.25,58.41
18335,Lower middle income countries,Central and Southern Asia,0.8954,Male,,,2012.0,21.26,50.019999999999996,63.13999999999999
18336,Lower middle income countries,Central and Southern Asia,0.3506,Female,,,2012.0,,11.76,49.17
18337,Lower middle income countries,Central and Southern Asia,0.6151,Female,,,2012.0,,,
18338,Lower middle income countries,Central and Southern Asia,0.2235,Female,,,2012.0,9.969999999999999,15.45,11.66
18339,Lower middle income countries,Central and Southern Asia,0.7388,Female,,,2012.0,,,74.72999999999999
18340,Lower middle income countries,Central and Southern Asia,0.8063,Female,,,2012.0,21.81,48.699999999999996,74.1
18341,Lower middle income countries,Central and Southern Asia,0.4316,Female,,,2012.0,10.95,31.7,49.55
18342,Lower middle income countries,Central and Southern Asia,0.5737,Female,,,2012.0,,,71.09
18343,Lower middle income countries,Central and Southern Asia,0.3892,Female,,,2012.0,5.970000000000001,16.82,30.11
18344,Lower middle income countries,Central and Southern Asia,0.4834,Female,,,2012.0,11.27,28.73,41.449999999999996
18345,Lower middle income countries,Central and Southern Asia,0.9603,Female,,,2012.0,36.28,81.3,94.78
18346,Lower middle income countries,Central and Southern Asia,0.8094,Male,,,2012.0,,26.889999999999997,54.81
18347,Lower middle income countries,Central and Southern Asia,0.9564,Male,,,2012.0,,,
18348,Lower middle income countries,Central and Southern Asia,0.8667,Male,,,2012.0,8.39,30.14,38.05
18349,Lower middle income countries,Central and Southern Asia,0.9185,Male,,,2012.0,13.850000000000001,59.17,72.44
18350,Lower middle income countries,Central and Southern Asia,0.8644,Male,,,2012.0,26.150000000000002,52.43,69.52000000000001
18351,Lower middle income countries,Central and Southern Asia,0.9295,Male,,,2012.0,,,
18352,Lower middle income countries,Central and Southern Asia,0.8045,Male,,,2012.0,15.07,40.43,51.83
18353,Lower middle income countries,Central and Southern Asia,0.8602,Male,,,2012.0,15.310000000000002,53.5,70.0
18354,Lower middle income countries,Central and Southern Asia,0.9792,Male,,,2012.0,34.03,52.35999999999999,80.5
18355,Lower middle income countries,Central and Southern Asia,0.3094,Female,,,2012.0,6.4399999999999995,22.68,32.31
18356,Lower middle income countries,Central and Southern Asia,0.627,Female,,,2012.0,15.329999999999998,53.0,53.190000000000005
18357,Lower middle income countries,Central and Southern Asia,0.9523,Female,,,2012.0,51.17,78.56,80.39
18358,Lower middle income countries,Central and Southern Asia,0.4827,Female,,,2012.0,15.68,36.11,50.72
18359,Lower middle income countries,Central and Southern Asia,0.7447,Female,,,2012.0,18.01,44.71,66.46
18360,Lower middle income countries,Central and Southern Asia,0.6556,Female,,,2012.0,21.23,37.81,50.080000000000005
18361,Lower middle income countries,Central and Southern Asia,0.901,Male,,,2012.0,16.07,37.31,47.099999999999994
18362,Lower middle income countries,Central and Southern Asia,0.9148,Male,,,2012.0,16.02,46.300000000000004,59.56
18363,Lower middle income countries,Central and Southern Asia,0.9811,Male,,,2012.0,48.339999999999996,73.97,82.85
18364,Lower middle income countries,Central and Southern Asia,0.8854,Male,,,2012.0,30.79,57.34,72.53
18365,Lower middle income countries,Central and Southern Asia,0.91,Male,,,2012.0,17.740000000000002,51.49,66.28
18366,Lower middle income countries,Central and Southern Asia,0.8654,Male,,,2012.0,24.18,44.64,52.349999999999994
18367,Lower middle income countries,Central and Southern Asia,0.127,Female,,Quintile 1,2012.0,1.03,5.38,16.31
18368,Lower middle income countries,Central and Southern Asia,0.3102,Female,,Quintile 2,2012.0,3.32,18.75,40.760000000000005
18369,Lower middle income countries,Central and Southern Asia,0.5773,Female,,Quintile 3,2012.0,8.49,40.46,64.5
18370,Lower middle income countries,Central and Southern Asia,0.8485,Female,,Quintile 4,2012.0,21.51,58.78,77.95
18371,Lower middle income countries,Central and Southern Asia,0.9725,Female,,Quintile 5,2012.0,49.220000000000006,81.72,90.52
18372,Lower middle income countries,Central and Southern Asia,0.6132,Male,,Quintile 1,2012.0,5.79,17.64,30.409999999999997
18373,Lower middle income countries,Central and Southern Asia,0.8582,Male,,Quintile 2,2012.0,15.939999999999998,42.35,58.269999999999996
18374,Lower middle income countries,Central and Southern Asia,0.8734,Male,,Quintile 3,2012.0,14.95,53.86,63.29
18375,Lower middle income countries,Central and Southern Asia,0.9499,Male,,Quintile 4,2012.0,21.02,58.63,80.67
18376,Lower middle income countries,Central and Southern Asia,0.9873,Male,,Quintile 5,2012.0,44.68,74.83,85.67
18377,Lower middle income countries,Central and Southern Asia,0.0415,Female,,Quintile 1,2012.0,0.0,5.41,8.38
18378,Lower middle income countries,Central and Southern Asia,0.3216,Female,,Quintile 1,2012.0,2.55,32.86,44.15
18379,Lower middle income countries,Central and Southern Asia,0.0371,Female,,Quintile 1,2012.0,0.0,6.660000000000001,22.1
18380,Lower middle income countries,Central and Southern Asia,0.178,Female,,Quintile 1,2012.0,1.48,5.12,21.67
18381,Lower middle income countries,Central and Southern Asia,0.1181,Female,,Quintile 1,2012.0,1.15,3.66,9.55
18382,Lower middle income countries,Central and Southern Asia,0.2066,Female,,Quintile 2,2012.0,2.0500000000000003,13.66,39.03
18383,Lower middle income countries,Central and Southern Asia,0.6784,Female,,Quintile 2,2012.0,17.98,58.919999999999995,54.81
18384,Lower middle income countries,Central and Southern Asia,0.256,Female,,Quintile 2,2012.0,3.0700000000000003,22.84,37.91
18385,Lower middle income countries,Central and Southern Asia,0.3597,Female,,Quintile 2,2012.0,3.44,18.0,44.58
18386,Lower middle income countries,Central and Southern Asia,0.2277,Female,,Quintile 2,2012.0,2.55,12.690000000000001,32.41
18387,Lower middle income countries,Central and Southern Asia,0.5054,Female,,Quintile 3,2012.0,10.38,37.43,40.06
18388,Lower middle income countries,Central and Southern Asia,0.9045,Female,,Quintile 3,2012.0,36.199999999999996,74.91,75.81
18389,Lower middle income countries,Central and Southern Asia,0.8147,Female,,Quintile 3,2012.0,,,
18390,Lower middle income countries,Central and Southern Asia,0.518,Female,,Quintile 3,2012.0,12.46,43.78,64.97
18391,Lower middle income countries,Central and Southern Asia,0.6216,Female,,Quintile 3,2012.0,7.6,41.5,70.22
18392,Lower middle income countries,Central and Southern Asia,0.429,Female,,Quintile 3,2012.0,5.53,27.27,38.92
18393,Lower middle income countries,Central and Southern Asia,0.7343,Female,,Quintile 4,2012.0,20.96,48.39,63.68000000000001
18394,Lower middle income countries,Central and Southern Asia,0.9753,Female,,Quintile 4,2012.0,44.59,87.58,83.08
18395,Lower middle income countries,Central and Southern Asia,0.8925,Female,,Quintile 4,2012.0,17.69,71.97,74.42999999999999
18396,Lower middle income countries,Central and Southern Asia,0.7489,Female,,Quintile 4,2012.0,29.98,54.6,67.35
18397,Lower middle income countries,Central and Southern Asia,0.8748,Female,,Quintile 4,2012.0,20.87,61.4,80.9
18398,Lower middle income countries,Central and Southern Asia,0.8089,Female,,Quintile 4,2012.0,18.85,53.669999999999995,77.37
18399,Lower middle income countries,Central and Southern Asia,0.7014,Female,,Quintile 5,2012.0,18.84,44.440000000000005,74.48
18400,Lower middle income countries,Central and Southern Asia,0.9879,Female,,Quintile 5,2012.0,66.44,86.85000000000001,93.16
18401,Lower middle income countries,Central and Southern Asia,0.8862,Female,,Quintile 5,2012.0,62.19,85.84,87.56
18402,Lower middle income countries,Central and Southern Asia,0.9889,Female,,Quintile 5,2012.0,47.349999999999994,84.34,90.25999999999999
18403,Lower middle income countries,Central and Southern Asia,0.9653,Female,,Quintile 5,2012.0,50.760000000000005,77.7,92.63
18404,Lower middle income countries,Central and Southern Asia,0.7354,Male,,Quintile 1,2012.0,2.37,14.71,32.23
18405,Lower middle income countries,Central and Southern Asia,0.5625,Male,,Quintile 1,2012.0,6.950000000000001,14.829999999999998,22.71
18406,Lower middle income countries,Central and Southern Asia,0.8712,Male,,Quintile 2,2012.0,12.29,45.22,44.06
18407,Lower middle income countries,Central and Southern Asia,0.8955,Male,,Quintile 2,2012.0,15.959999999999999,53.05,72.59
18408,Lower middle income countries,Central and Southern Asia,0.8153,Male,,Quintile 2,2012.0,22.61,48.63,62.46000000000001
18409,Lower middle income countries,Central and Southern Asia,0.8181,Male,,Quintile 2,2012.0,10.45,39.019999999999996,59.730000000000004
18410,Lower middle income countries,Central and Southern Asia,0.9512,Male,,Quintile 2,2012.0,22.03,42.1,51.339999999999996
18411,Lower middle income countries,Central and Southern Asia,0.9577,Male,,Quintile 3,2012.0,34.83,53.04,63.6
18412,Lower middle income countries,Central and Southern Asia,0.9762,Male,,Quintile 3,2012.0,18.41,73.42,74.2
18413,Lower middle income countries,Central and Southern Asia,0.9455,Male,,Quintile 3,2012.0,33.42,66.0,82.73
18414,Lower middle income countries,Central and Southern Asia,0.8748,Male,,Quintile 3,2012.0,10.299999999999999,51.82,59.830000000000005
18415,Lower middle income countries,Central and Southern Asia,0.7606,Male,,Quintile 3,2012.0,7.62,47.599999999999994,52.87
18416,Lower middle income countries,Central and Southern Asia,0.9747,Male,,Quintile 4,2012.0,25.47,56.88999999999999,78.92
18417,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2012.0,,87.66000000000001,88.5
18418,Lower middle income countries,Central and Southern Asia,0.9455,Male,,Quintile 4,2012.0,22.24,54.510000000000005,84.56
18419,Lower middle income countries,Central and Southern Asia,0.9456,Male,,Quintile 4,2012.0,47.19,81.10000000000001,88.68
18420,Lower middle income countries,Central and Southern Asia,0.956,Male,,Quintile 4,2012.0,16.39,59.5,83.58
18421,Lower middle income countries,Central and Southern Asia,0.9249,Male,,Quintile 4,2012.0,22.93,44.529999999999994,64.53999999999999
18422,Lower middle income countries,Central and Southern Asia,0.9879,Male,,Quintile 5,2012.0,51.949999999999996,73.45,58.74
18423,Lower middle income countries,Central and Southern Asia,0.996,Male,,Quintile 5,2012.0,60.3,88.16000000000001,88.74
18424,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2012.0,64.73,92.58999999999999,92.86999999999999
18425,Lower middle income countries,Central and Southern Asia,0.9811,Male,,Quintile 5,2012.0,39.37,72.19,86.52
18426,Lower middle income countries,Central and Southern Asia,0.9944,Male,,Quintile 5,2012.0,48.620000000000005,75.9,83.34
18427,Lower middle income countries,Central and Southern Asia,0.8419,,,,2012.0,19.509999999999998,45.57,60.9
18428,Lower middle income countries,Central and Southern Asia,0.487,,,Quintile 1,2012.0,3.3300000000000005,11.3,24.13
18429,Lower middle income countries,Central and Southern Asia,0.7183,,,Quintile 2,2012.0,8.7,30.61,49.84
18430,Lower middle income countries,Central and Southern Asia,0.8037,,,Quintile 3,2012.0,11.67,46.97,63.85999999999999
18431,Lower middle income countries,Central and Southern Asia,0.9281,,,Quintile 4,2012.0,21.29,58.709999999999994,79.36
18432,Lower middle income countries,Central and Southern Asia,0.9833,,,Quintile 5,2012.0,47.099999999999994,78.34,88.03
18433,Lower middle income countries,Central and Southern Asia,0.5063,,,Quintile 1,2012.0,1.1199999999999999,10.91,21.58
18434,Lower middle income countries,Central and Southern Asia,0.732,,,Quintile 1,2012.0,7.71,30.94,44.21
18435,Lower middle income countries,Central and Southern Asia,0.423,,,Quintile 1,2012.0,2.09,17.299999999999997,37.71
18436,Lower middle income countries,Central and Southern Asia,0.5291,,,Quintile 1,2012.0,3.35,9.6,25.619999999999997
18437,Lower middle income countries,Central and Southern Asia,0.4538,,,Quintile 1,2012.0,4.130000000000001,9.58,16.77
18438,Lower middle income countries,Central and Southern Asia,0.7455,,,Quintile 2,2012.0,6.49,30.75,41.8
18439,Lower middle income countries,Central and Southern Asia,0.851,,,Quintile 2,2012.0,16.939999999999998,55.93,63.59
18440,Lower middle income countries,Central and Southern Asia,0.6576,,,Quintile 2,2012.0,11.68,35.22,50.72
18441,Lower middle income countries,Central and Southern Asia,0.6849,,,Quintile 2,2012.0,6.260000000000001,28.52,52.370000000000005
18442,Lower middle income countries,Central and Southern Asia,0.8158,,,Quintile 2,2012.0,11.62,28.18,42.199999999999996
18443,Lower middle income countries,Central and Southern Asia,0.875,,,Quintile 3,2012.0,20.36,45.92,51.559999999999995
18444,Lower middle income countries,Central and Southern Asia,0.9526,,,Quintile 3,2012.0,28.389999999999997,74.16,75.02
18445,Lower middle income countries,Central and Southern Asia,0.9474,,,Quintile 3,2012.0,8.76,54.44,56.79
18446,Lower middle income countries,Central and Southern Asia,0.846,,,Quintile 3,2012.0,23.04,54.25,74.11
18447,Lower middle income countries,Central and Southern Asia,0.809,,,Quintile 3,2012.0,8.92,46.36,64.7
18448,Lower middle income countries,Central and Southern Asia,0.7058,,,Quintile 3,2012.0,6.61,38.78,46.86
18449,Lower middle income countries,Central and Southern Asia,0.9429,,,Quintile 4,2012.0,22.61,52.790000000000006,72.17
18450,Lower middle income countries,Central and Southern Asia,0.9938,,,Quintile 4,2012.0,45.09,87.61,85.92
18451,Lower middle income countries,Central and Southern Asia,0.935,,,Quintile 4,2012.0,20.24,61.75000000000001,79.44
18452,Lower middle income countries,Central and Southern Asia,0.9043,,,Quintile 4,2012.0,37.16,66.47999999999999,78.07
